job_title;seniority_level;status;company;location;post_date;headquarter;industry;ownership;company_size;revenue;skills;Revenue_numeric;Revenue Status;AVG_Salary
data scientist;midlevel;Not specified;company_889;Brooklyn, NY;6 days ago;NY, US;Energy;Public;6,190;Public;tableau, sql, r, python;;Not Reprted (Puplic) ;125134.5
machine learning engineer;midlevel;Not specified;company_941;Bengaluru, Karnataka, India;14 days ago;Dublin, IE;Technology;Public;492,255;Ä153.15B;azure, machine learning, python;153.15;Reported;18354.5
data scientist;senior;on-site;company_410;On-site;4 months ago;San Francisco, CA, US;Technology;Private;320;Private;Not Defined;;Not Reported (Private) ;28127
data scientist;senior;on-site;company_316;Dublin, County Dublin, Ireland;14 days ago;Eden Prairie, MN, US;Healthcare;Public;37,950;Public;sql, azure, machine learning, python;;Not Reprted (Puplic) ;80790.5
data scientist;senior;on-site;company_273;Washington, DC;18 days ago;Menlo Park, CA, US;Technology;Public;94,570;Ä230.52B;sql, machine learning, r, python;230.52;Reported;159384
data scientist;senior;on-site;company_273;Austin, TX;18 days ago;Menlo Park, CA, US;Technology;Public;94,530;Ä230.57B;sql, machine learning, r, python;230.57;Reported;159377
data engineer;senior;on-site;company_134;Seattle, WA;21 days ago;Seattle, WA, US;Retail;Public;865,456;Ä832.81B;amazon, aws;832.81;Reported;164402.5
data scientist;senior;Not specified;company_207;Singapore, Singapore . ?????? ??????;a month ago;Boise, ID, US;Technology;Public;40,060;Ä55.44B;java, sql, git, python;55.44;Reported;46261
data scientist;senior;Not specified;company_134;Bengaluru, Karnataka, India . Gurugram, Haryana, India . Hyderabad, Telangana, India;a month ago;Seattle, WA, US;Retail;Public;865,446;Ä833.06B;amazon, spark, r, python, sql, machine learning, hadoop, deep learning;833.06;Reported;88962.5
data scientist;senior;on-site;company_134;New York, NY;a month ago;Seattle, WA, US;Retail;Public;865,416;Ä833.01B;amazon, r, python, neural network, sql, machine learning, deep learning;833.01;Reported;155267.5
machine learning engineer;senior;Not specified;company_291;Bengaluru East, Karnataka, India;21 days ago;Bengaluru, KA, IN;Technology;Public;261,050;Ä71.08B;deep learning, aws, machine learning, azure;71.08;Reported;9584
machine learning engineer;senior;on-site;company_883;Bengaluru, Karnataka, India;10 days ago;Walldorf, BW, DE;Technology;Public;117,790;Ä104.06B;git, docker, java, sql, database;104.06;Reported;19599
data scientist;senior;hybrid;company_214;Washington, DC . Hybrid;14 days ago;MontrÈal, QC, CA;Technology;Public;57,270;Ä17.10B;r, python, sql, machine learning, matplotlib, tableau;17.1;Reported;105769
data scientist;senior;Not specified;company_980;Bengaluru, Karnataka, India;21 days ago;Minneapolis, MN, US;Retail;Public;409,070;Ä66.94B;spark, python, sql, machine learning, deep learning;66.94;Reported;45082.5
data scientist;lead;on-site;company_395;Chicago, IL;21 days ago;McLean, VA, US;Retail;Public;55,150;Ä36.28B;aws, r, python, scala, machine learning, database, deep learning;36.28;Reported;281445
data scientist;junior;hybrid;company_008;Austin, TX . Chicago, IL . Hybrid;a month ago;San Jose, CA, US;Technology;Public;34,690;Ä81.71B;sql, database;81.71;Reported;153606.5
data scientist;midlevel;hybrid;company_983;Washington, DC . Hybrid;14 days ago;McLean, VA, US;Technology;Public;27,040;Public;sql, machine learning, python;;Not Reprted (Puplic) ;115815.5
data scientist;senior;on-site;company_489;Toronto, Ontario, Canada;14 days ago;Chicago, IL, US;Manufacturing;Public;18,900;Public;spark, machine learning, r, python;;Not Reprted (Puplic) ;103072.5
data scientist;lead;on-site;company_244;Columbus, OH . On-site;a month ago;New York, NY, US;Finance;Public;290,750;Ä350.17B;sql, machine learning, tableau, python;350.17;Reported;155271
data scientist;senior;on-site;company_445;On-site;20 hours ago;Ventura, CA, US;Technology;Public;2,270;Public;Not Defined;;Not Reprted (Puplic) ;133532
data scientist;lead;Not specified;company_270;Wellesley Hills, MA;14 days ago;Woonsocket, RI, US;Healthcare;Public;300,020;Ä121.27B;sql, r, python;121.27;Reported;197555
data scientist;midlevel;on-site;company_316;Noida, Uttar Pradesh, India;6 days ago;Eden Prairie, MN, US;Healthcare;Public;37,940;Public;r, python, sql, hadoop, machine learning;;Not Reprted (Puplic) ;18195
data scientist;senior;Not specified;company_250;Birmingham, MI;a month ago;Paris, FR;Healthcare;Private;76,060;Private;pandas, aws, scikit-learn, python, sql, machine learning, gcp, azure;;Not Reported (Private) ;78274
machine learning engineer;senior;Not specified;company_941;Bengaluru, Karnataka, India;14 days ago;Dublin, IE;Technology;Public;492,225;Ä153.30B;azure, machine learning, python;153.3;Reported;18355.5
data scientist;senior;on-site;company_310;Doral, FL;2 days ago;Arlington, VA, US;Technology;Public;20,010;Public;r, python, sql, machine learning, tableau;;Not Reprted (Puplic) ;96174
data scientist;senior;Not specified;company_763;Gurugram, Haryana, India . Hyderabad, Telangana, India;6 days ago;New York, NY, US;Technology;Public;26,640;Public;pytorch, aws, git, python, java, gcp, azure, tensorflow;;Not Reprted (Puplic) ;18678
data scientist;lead;Not specified;company_993;Bengaluru, Karnataka, India;7 days ago;Chennai, TN, IN;Technology;Private;590;Private;pytorch, aws, python, docker, machine learning, gcp, deep learning, azure, tensorflow;;Not Reported (Private) ;23240
data scientist;junior;hybrid;company_313;Toronto, Ontario, Canada . Markham, Ontario, Canada . Hybrid;14 days ago;London, GB;Finance;Public;29,530;Public;python;;Not Reprted (Puplic) ;73455
machine learning engineer;senior;hybrid;company_233;San Diego, CA . Hybrid;a month ago;Reston, VA, US;Technology;Public;27,390;Public;r;;Not Reprted (Puplic) ;161690
data scientist;senior;Not specified;company_223;London, England, United Kingdom;a month ago;New York, NY, US;Technology;Public;10,030;Public;powerbi, python, sql, machine learning, tableau;;Not Reprted (Puplic) ;76372
machine learning engineer;senior;Not specified;company_106;Pune, Maharashtra, India;4 days ago;K?benhavn, DK;Logistics;Private;38,120;Ä34.27B;spark, aws, powerbi, python, docker, sql, machine learning, gcp, kubernetes, deep learning, azure;34.27;Reported;26752
data scientist;Not Specified;on-site;company_888;On-site;5 days ago;London, GB;Technology;Private;600;Private;Not Defined;;Not Reported (Private) ;112341
data scientist;senior;on-site;company_917;Mountain View, CA . New York, NY . San Bruno, CA;14 days ago;Mountain View, CA, US;Technology;Public;258,800;Ä1.39T;sql, r, python;1.39T;Reported;222860.5
data scientist;lead;on-site;company_395;Richmond, VA;a month ago;McLean, VA, US;Retail;Public;55,140;Ä36.08B;spark, aws, r, python, scala, database, sql, machine learning, kubernetes, deep learning;36.08;Reported;206324.5
data scientist;senior;hybrid;company_983;Fort Meade, MD . Hybrid;23 days ago;McLean, VA, US;Technology;Public;27,070;Public;machine learning, python;;Not Reprted (Puplic) ;147963.5
data scientist;senior;on-site;company_003;Sunnyvale, CA;18 days ago;Bentonville, AR, US;Retail;Public;Ä352.44B;Public;pytorch, spark, r, python, scala, java, machine learning, deep learning, tensorflow;;Not Reprted (Puplic) ;195914
data scientist;senior;Not specified;company_212;Bengaluru, Karnataka, India;a month ago;Boston, MA, US;Technology;Public;222,500;Public;pytorch, spark, aws, python, sql, machine learning, gcp, hadoop, azure, tensorflow;;Not Reprted (Puplic) ;17919
data scientist;senior;Not specified;company_134;Gurugram, Haryana, India . Bengaluru, Karnataka, India . Hyderabad, Telangana, India . Gurgaon, Haryana, India . Gurgaon, Haryana, Inde + 1 More;a month ago;Seattle, WA, US;Retail;Public;865,476;Ä833.01B;amazon, spark, r, python, sql, machine learning, hadoop, deep learning;833.01;Reported;80404
data scientist;senior;hybrid;company_183;Tallinn, Harjumaa, Estonia . Hybrid;a month ago;Tallinn, EE;Technology;Private;3,790;Private;pandas, numpy, spark, aws, scikit-learn, python, docker, airflow, machine learning, deep learning;;Not Reported (Private) ;61775
data scientist;senior;Not specified;company_993;Bengaluru, Karnataka, India;a month ago;Chennai, TN, IN;Technology;Private;590;Private;pytorch, aws, python, docker, machine learning, gcp, deep learning, azure, tensorflow;;Not Reported (Private) ;23238
machine learning engineer;lead;on-site;company_244;Seattle, WA . On-site;22 days ago;New York, NY, US;Finance;Public;290,760;Ä350.07B;pandas, numpy, pytorch, scikit-learn, machine learning, deep learning, tensorflow;350.07;Reported;196372
data scientist;senior;Not specified;company_614;Ukraine;7 days ago;Austin, TX, US;Technology;Private;10,210;Private;amazon, deep learning, machine learning, python;;Not Reported (Private) ;65766
data scientist;senior;Not specified;company_171;Bengaluru, Karnataka, India;20 days ago;Armonk, NY, US;Technology;Public;524,588;Ä119.33B;database, machine learning, java;119.33;Reported;42872
data scientist;midlevel;hybrid;company_357;Irving, TX . Basking Ridge, NJ . Ashburn, VA . Hybrid;14 days ago;Basking Ridge, NJ, US;Technology;Public;132,030;Ä142.18B;Not Defined;142.18;Reported;115081
machine learning engineer;midlevel;Not specified;company_941;Bengaluru, Karnataka, India;14 days ago;Dublin, IE;Technology;Public;492,205;Ä153.20B;sql, python;153.2;Reported;18356.5
data scientist;Not Specified;hybrid;company_851;Chicago, Illinois, United States . Hybrid;2 months ago;Edison, NJ, US;Technology;Private;3,560;Private;Not Defined;;Not Reported (Private) ;132438.5
data scientist;senior;on-site;company_395;San Jose, CA;15 days ago;McLean, VA, US;Retail;Public;55,140;Ä36.03B;pytorch, aws, database, machine learning, tensorflow;36.03;Reported;169153.5
data scientist;Not Specified;remote;company_415;Fully Remote;5 days ago;New York, NY, US;Technology;Private;900;Ä4.60B;Not Defined;4.6;Reported;164405
data scientist;senior;Not specified;company_233;Tampa, FL;7 days ago;Reston, VA, US;Technology;Public;27,420;Public;pytorch, aws, r, python, docker, scikit-learn, sql, machine learning, gcp, kubernetes, deep learning, azure, matplotlib, tensorflow, tableau;;Not Reprted (Puplic) ;109183
data scientist;senior;on-site;company_310;Annapolis Junction, MD;a month ago;Arlington, VA, US;Technology;Public;20,030;Public;sql, machine learning, r, python;;Not Reprted (Puplic) ;101339.5
data scientist;lead;Not specified;company_244;Bengaluru, Karnataka, India;7 days ago;New York, NY, US;Finance;Public;290,770;Ä350.37B;machine learning, python;350.37;Reported;35605
data scientist;senior;Not specified;company_917;Zurich, Zurich, Switzerland;5 days ago;Mountain View, CA, US;Technology;Public;258,810;Ä1.44T;Not Defined;1.44T;Reported;167239.5
data scientist;lead;on-site;company_041;South San Francisco, CA;16 days ago;BS, CH;Healthcare;Public;93,570;Ä246.93B;pytorch, aws, machine learning, gcp, azure, tensorflow;246.93;Reported;159837
data scientist;midlevel;remote;company_421;San Salvador, San Salvador, El Salvador . Fully Remote;14 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;sql, machine learning, python;Nonprofit;Reported;25213
data scientist;lead;Not specified;company_366;Columbia, MD;a month ago;Columbia, MD, US;Technology;Private;180;Private;pytorch, spark, aws, r, python, scikit-learn, scala, sql, machine learning, gcp, azure, tensorflow;;Not Reported (Private) ;123307
data scientist;senior;on-site;company_937;Atlanta, GA;2 months ago;Atlanta, GA, US;Retail;Public;500,010;Public;sql, tableau, python;;Not Reprted (Puplic) ;116908
data scientist;senior;hybrid;company_848;Cambridge, MA . Hybrid;14 days ago;Basel, BS, CH;Healthcare;Public;107,730;Ä161.15B;r, python;161.15;Reported;172622.5
data scientist;senior;hybrid;company_980;Brooklyn Park, MN . Hybrid;21 days ago;Minneapolis, MN, US;Retail;Public;409,060;Ä66.99B;python, scala, sql, machine learning, hadoop, deep learning;66.99;Reported;121475.5
data scientist;Not Specified;hybrid;company_851;Chennai, Tamil Nadu, India . Hybrid;2 months ago;Edison, NJ, US;Technology;Private;3,520;Private;Not Defined;;Not Reported (Private) ;34569
data scientist;senior;on-site;company_003;Bentonville, AR;16 days ago;Bentonville, AR, US;Retail;Public;Ä352.44B;Public;spark, r, python, scala, sql, machine learning, tensorflow;;Not Reprted (Puplic) ;147964.5
data scientist;senior;on-site;company_985;M?laga, Andalusia, Spain;7 days ago;Chicago, IL, US;Finance;Private;312,060;Private;pandas, numpy, python, machine learning, azure;;Not Reported (Private) ;28046
data scientist;senior;hybrid;company_994;Malvern, PA . Hybrid;4 days ago;Malvern, PA, US;Finance;Private;20,600;Private;machine learning;;Not Reported (Private) ;121480.5
machine learning engineer;lead;on-site;company_244;New York, NY . On-site;a month ago;New York, NY, US;Finance;Public;290,740;Ä350.12B;pandas, numpy, pytorch, scikit-learn, machine learning, deep learning, tensorflow;350.12;Reported;164408
machine learning engineer;junior;on-site;company_881;San Jose, CA;8 months ago;CN;Technology;Private;110,010;Ä128.22B;pytorch, python, neural network, machine learning, deep learning, tensorflow;128.22;Reported;180385.5
data scientist;senior;on-site;company_917;Sunnyvale, CA;14 days ago;Mountain View, CA, US;Technology;Public;258,790;Ä1.44T;sql, r, python;1.44T;Reported;249803.5
data scientist;senior;on-site;company_392;Massachusetts, United States . Massachusetts, Amerika Syarikat;a month ago;Jacksonville, FL, US;Finance;Public;62,030;Ä35.07B;spark, aws, python, sql, machine learning, gcp, azure;35.07;Reported;210400.5
data scientist;senior;hybrid;company_872;Alpharetta, GA . Hybrid;7 days ago;Atlanta, GA, US;Finance;Public;11,060;Ä18.63B;machine learning;18.63;Reported;94080
machine learning engineer;midlevel;Not specified;company_941;Bengaluru, Karnataka, India;14 days ago;Dublin, IE;Technology;Public;492,205;Ä153.25B;pytorch, aws, python, docker, machine learning, azure, tensorflow;153.25;Reported;18359.5
data scientist;senior;hybrid;company_922;Hartford, CT . Chicago, IL . Columbus, OH . Charlotte, NC . Columbus, Ohio, United States + 1 More . Hybrid;2 months ago;Hartford, CT, US;Finance;Public;18,170;Ä21.70B;pandas, git, python, sql, matplotlib;21.7;Reported;126407
machine learning engineer;senior;on-site;company_931;Seattle, WA;14 days ago;Seattle, WA, US;Technology;Public;26,050;Public;scala, machine learning, python;;Not Reprted (Puplic) ;252999
data scientist;senior;remote;company_832;California, United States;8 days ago;Renton, WA, US;Healthcare;Public;120,050;Nonprofit;r, python, scala, sql, machine learning, database, azure, tableau;Nonprofit;Reported;159841
data scientist;senior;hybrid;company_081;New York, NY . Hybrid;7 days ago;San Francisco, CA, US;Technology;Public;5,030;Ä4.47B;Not Defined;4.47;Reported;152074.5
data scientist;senior;hybrid;company_291;Alpharetta, GA . Hybrid;7 days ago;Bengaluru, KA, IN;Technology;Public;261,070;Ä71.33B;pytorch, spark, aws, r, python, scala, java, sql, machine learning, gcp, deep learning, azure, tensorflow, tableau;71.33;Reported;118054.5
data scientist;lead;Not specified;company_268;Singapore, Singapore;20 days ago;Singapore, SG;Finance;Public;30,840;Public;spark, git, python, sql, machine learning, hadoop, deep learning;;Not Reprted (Puplic) ;67039
machine learning engineer;senior;on-site;company_883;Newport Beach, CA;19 days ago;Walldorf, BW, DE;Technology;Public;117,760;Ä104.21B;pytorch, machine learning, database, deep learning, tensorflow;104.21;Reported;121019
data scientist;senior;on-site;company_134;Seattle, WA . Santa Clara, CA;11 days ago;Seattle, WA, US;Retail;Public;865,476;Ä832.76B;amazon, aws, r, python, sql, machine learning, tableau;832.76;Reported;158932
data scientist;senior;hybrid;company_357;Irving, TX . Lake Mary, FL . Basking Ridge, NJ . Boston, MA . Hybrid;6 days ago;Basking Ridge, NJ, US;Technology;Public;132,040;Ä142.23B;pandas, numpy, pytorch, spark, r, python, java, sklearn, sql, machine learning, keras, deep learning, matplotlib, tensorflow, tableau;142.23;Reported;73984
data scientist;senior;Not specified;company_931;Bengaluru, Karnataka, India;13 days ago;Seattle, WA, US;Technology;Public;26,090;Public;sql, tableau, python;;Not Reprted (Puplic) ;32733
data scientist;senior;remote;company_236;Canada . Fully Remote;14 days ago;Miami, FL, US;Technology;Private;30;Private;sql, machine learning, tableau, python;;Not Reported (Private) ;146137
data scientist;senior;on-site;company_233;Bethesda, MD . On-site;a month ago;Reston, VA, US;Technology;Public;27,410;Public;amazon, aws, git, r, python, docker, sql, kubernetes, hadoop;;Not Reprted (Puplic) ;134186.5
data scientist;midlevel;on-site;company_316;Noida, Uttar Pradesh, India;7 days ago;Eden Prairie, MN, US;Healthcare;Public;37,950;Public;spark, python, sql, machine learning, deep learning;;Not Reprted (Puplic) ;18199
data scientist;senior;Not specified;company_878;Noida, Uttar Pradesh, India . Bengaluru, Karnataka, India;16 days ago;San Jose, CA, US;Technology;Public;21,300;Ä144.67B;pandas, numpy, pytorch, spark, aws, python, scala, sql, hadoop, machine learning, keras, azure;144.67;Reported;33671.5
data scientist;senior;hybrid;company_781;Greenwood Village, CO . Hybrid;9 days ago;Stamford, CT, US;Technology;Public;96,040;Public;pytorch, aws, python, sql, machine learning, hadoop, azure, tensorflow;;Not Reprted (Puplic) ;80559
data scientist;senior;on-site;company_021;On-site;2 days ago;San Francisco, CA, US;Technology;Public;5,570;Ä60.91B;Not Defined;60.91;Reported;189974
data scientist;senior;on-site;company_288;Chantilly, VA . On-site;a month ago;Reston, VA, US;Technology;Public;26,040;Ä63.09B;aws, azure;63.09;Reported;114169
data scientist;midlevel;remote;company_421;Quito, Pichincha, Ecuador . Fully Remote;14 days ago;Cheyenne, WY, US;Technology;Private;Private;;sql, machine learning, python;;Reported;25216
data scientist;midlevel;remote;company_421;Podgorica, Montenegro . Fully Remote;14 days ago;Cheyenne, WY, US;Technology;Private;Private;;sql, machine learning, python;;Reported;25212
data scientist;senior;hybrid;company_983;Hickam Village, HI . Hybrid;14 days ago;McLean, VA, US;Technology;Public;27,020;Public;pandas, numpy, pytorch, spark, aws, scikit-learn, python, docker, java, machine learning, gcp, kubernetes, hadoop, azure, matplotlib, tensorflow;;Not Reprted (Puplic) ;147964.5
data scientist;lead;Not specified;company_366;Hyderabad, Telangana, India;6 days ago;Columbia, MD, US;Technology;Private;180;Private;pandas, numpy, aws, r, python, machine learning, gcp, azure;;Not Reported (Private) ;19776
data scientist;senior;on-site;company_992;San Francisco, CA;7 days ago;Sydney, NSW, AU;Technology;Public;6,040;Ä27.92B;tableau, sql, r, python;27.92;Reported;212258.5
data scientist;senior;on-site;company_917;Mountain View, CA;14 days ago;Mountain View, CA, US;Technology;Public;258,800;Ä1.29T;sql, r, python;1.29T;Reported;207325.5
data scientist;senior;hybrid;company_008;Chennai, Tamil Nadu, India . Hybrid;21 days ago;San Jose, CA, US;Technology;Public;34,640;Ä81.66B;r, python, sql, gcp, machine learning;81.66;Reported;38153
data scientist;senior;Not specified;company_375;Singapore, Singapore;2 months ago;Singapore, SG;Technology;Public;36,090;Public;pytorch, python, scala, machine learning, deep learning, tensorflow;;Not Reprted (Puplic) ;116412.5
data scientist;senior;on-site;company_366;Hyderabad, Telangana, India;4 days ago;Columbia, MD, US;Technology;Private;180;Private;pandas, numpy, aws, r, python, machine learning, gcp, azure;;Not Reported (Private) ;19777
data scientist;junior;Not specified;company_269;Charlotte, NC . New York, NY;23 days ago;Charlotte, NC, US;Finance;Public;274,250;Ä276.77B;machine learning, matplotlib, python;276.77;Reported;139286
data scientist;senior;Not specified;company_250;New York, NY;3 months ago;Paris, FR;Healthcare;Private;76,030;Private;pandas, numpy, aws, scikit-learn, python, machine learning, azure;;Not Reported (Private) ;83059.5
data scientist;senior;on-site;company_288;Reston, VA . On-site;a month ago;Reston, VA, US;Technology;Public;26,030;Ä62.74B;pytorch, aws, r, python, scikit-learn, sql, machine learning, tensorflow, tableau;62.74;Reported;114169
data scientist;senior;hybrid;company_081;New York, NY . Hybrid;7 days ago;San Francisco, CA, US;Technology;Public;5,030;Ä4.72B;Not Defined;4.72;Reported;152073.5
data scientist;midlevel;hybrid;company_008;Tondiarpet, Tamil Nadu, India . Bengaluru, Karnataka, India . Hybrid;7 days ago;San Jose, CA, US;Technology;Public;34,640;Ä81.81B;pytorch, scikit-learn, python, machine learning, tensorflow;81.81;Reported;34617
machine learning engineer;senior;on-site;company_156;Mountain View, California (HQ) . On-site;7 days ago;Mountain View, CA, US;Technology;Private;900;Ä8.10B;Not Defined;8.1;Reported;209974.5
data scientist;senior;on-site;company_980;Bengaluru, Karnataka, India;2 months ago;Minneapolis, MN, US;Retail;Public;409,050;Ä66.89B;spark, machine learning, python;66.89;Reported;44706.5
machine learning engineer;junior;on-site;company_881;San Jose, CA;14 days ago;CN;Technology;Private;110,010;Ä128.02B;pytorch, python, machine learning, deep learning, tensorflow;128.02;Reported;174677.5
data scientist;senior;hybrid;company_083;London, England, United Kingdom . Lond?n, Anglie, SpojenÈ kr?lovstv? . Hybrid;3 months ago;Paris, IDF, FR;Technology;Private;263,560;Ä25.31B;pytorch, aws, scikit-learn, docker, deep learning, machine learning, kubernetes, keras, azure, tensorflow;25.31;Reported;73983
data scientist;senior;Not specified;company_134;North Reading, MA;a month ago;Seattle, WA, US;Retail;Public;865,456;Ä832.91B;amazon, r, python, sql, machine learning;832.91;Reported;168974
data scientist;senior;hybrid;company_183;Berlin, Berlin, Germany . Hybrid;7 days ago;Tallinn, EE;Technology;Private;3,800;Private;sql, r, python;;Not Reported (Private) ;98643
data scientist;senior;on-site;company_291;Atlanta, GA;16 days ago;Bengaluru, KA, IN;Technology;Public;261,010;Ä71.23B;pytorch, spark, aws, r, python, scala, java, sql, machine learning, gcp, deep learning, azure, tensorflow, tableau;71.23;Reported;118055.5
data scientist;senior;on-site;company_308;Mountain View, CA;14 days ago;Redmond, WA, US;Technology;Public;182,308;Ä1.73T;sql, python;1.73T;Reported;190163.5
data scientist;senior;Not specified;company_270;Boston, MA . ??????, ???????????????, ?????;2 months ago;Woonsocket, RI, US;Healthcare;Public;300,050;Ä121.17B;aws, python, sql, machine learning, gcp, azure;121.17;Reported;197554
data scientist;senior;remote;company_038;Stockholm, Stockholm County, Sweden;7 days ago;Kista, SE;Technology;Public;132,000;Ä17.41B;spark, scikit-learn, python, scala, java, machine learning, keras, deep learning, tensorflow;17.41;Reported;52506
data scientist;senior;Not specified;company_993;Chennai, Tamil Nadu, India;11 days ago;Chennai, TN, IN;Technology;Private;590;Private;aws, scikit-learn, python, machine learning, gcp, keras, deep learning, tensorflow;;Not Reported (Private) ;23239
data scientist;Not Specified;remote;company_169;Fully Remote;2 days ago;San Francisco, CA, US;Technology;Public;4,110;Ä7.79B;Not Defined;7.79;Reported;168738.5
data scientist;senior;hybrid;company_008;Bengaluru, Karnataka, India . Hybrid;8 days ago;San Jose, CA, US;Technology;Public;34,680;Ä82.45B;Not Defined;82.45;Reported;40368
data scientist;midlevel;hybrid;company_983;Herndon, VA . Hybrid;8 days ago;McLean, VA, US;Technology;Public;27,010;Public;aws, machine learning, python;;Not Reprted (Puplic) ;116654.5
data scientist;midlevel;on-site;company_395;McLean, VA . McLean, Virg?nia, Estados Unidos;a month ago;McLean, VA, US;Retail;Public;55,090;Ä36.49B;spark, aws, r, python, scala, sql, machine learning, database, deep learning;36.49;Reported;170379
data scientist;senior;on-site;company_003;Bentonville, AR . On-site;18 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;spark, r, python, scala, sql, machine learning, tensorflow;;Not Reprted (Puplic) ;124193.5
machine learning engineer;senior;Not specified;company_941;Bengaluru, Karnataka, India;8 days ago;Dublin, IE;Technology;Public;492,205;Ä154.06B;aws, gcp, azure;154.06;Reported;20441
data scientist;senior;hybrid;company_008;Scottsdale, AZ . Chicago, IL . Austin, TX . Scottsdale, Arizona, United States . Hybrid;3 months ago;San Jose, CA, US;Technology;Public;34,690;Ä82.10B;hadoop, sql;82.1;Reported;154712
data scientist;midlevel;hybrid;company_983;Annapolis Junction, MD . Fort Meade, MD . Hybrid;6 days ago;McLean, VA, US;Technology;Public;27,030;Public;linux, machine learning, r, python;;Not Reprted (Puplic) ;116656.5
data scientist;senior;on-site;company_003;Sunnyvale, CA;17 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;numpy, pytorch, spark, r, python, scikit-learn, scala, bash, java, sql, machine learning, gcp, deep learning, matplotlib, tensorflow;;Not Reprted (Puplic) ;161453
data scientist;senior;on-site;company_003;Sunnyvale, CA;17 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;numpy, pytorch, spark, r, python, scikit-learn, scala, bash, java, sql, machine learning, gcp, deep learning, matplotlib, tensorflow;;Not Reprted (Puplic) ;197330
data scientist;midlevel;on-site;company_917;Boulder, CO;5 days ago;Mountain View, CA, US;Technology;Public;258,780;Ä1.45T;sql, r, python;1.45T;Reported;188588.5
data scientist;senior;on-site;company_134;Santa Barbara, CA . Bellevue, WA;18 days ago;Seattle, WA, US;Retail;Public;865,436;Ä839.03B;amazon, r, python, sql, tableau;839.03;Reported;160991
data scientist;senior;on-site;company_134;Bellevue, WA . New York, United States . Santa Monica, CA;a month ago;Seattle, WA, US;Retail;Public;865,466;Ä838.83B;amazon, aws, r, python, sql, machine learning, tableau;838.83;Reported;164677.5
machine learning engineer;midlevel;Not specified;company_941;Bengaluru, Karnataka, India;15 days ago;Dublin, IE;Technology;Public;492,195;Ä154.41B;sql, python;154.41;Reported;18492.5
data scientist;senior;on-site;company_003;Sunnyvale, CA;7 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;pytorch, spark, r, python, scala, machine learning, tensorflow;;Not Reprted (Puplic) ;161457
data scientist;senior;hybrid;company_983;McLean, VA . Hybrid;a day ago;McLean, VA, US;Technology;Public;27,060;Public;spark, python, sql, hadoop, machine learning;;Not Reprted (Puplic) ;149036.5
data scientist;midlevel;hybrid;company_395;Richmond, VA . Hybrid;14 days ago;McLean, VA, US;Retail;Public;55,110;Ä36.64B;spark, aws, r, python, scala, sql, machine learning, database, deep learning;36.64;Reported;156208
data scientist;senior;hybrid;company_008;San Jose, CA . Hybrid;a month ago;San Jose, CA, US;Technology;Public;34,670;Ä82.45B;Not Defined;82.45;Reported;190821.5
data scientist;senior;on-site;company_917;New York, NY . Sunnyvale, CA;15 days ago;Mountain View, CA, US;Technology;Public;258,790;Ä1.20T;sql, r, python;1.20T;Reported;251609
data scientist;lead;on-site;company_244;Plano, TX . Plano, Texas, SpojenÈ st?ty . On-site;a month ago;New York, NY, US;Finance;Public;290,790;Ä352.75B;spark, aws, r, python, scikit-learn, sql, machine learning;352.75;Reported;137997
data scientist;senior;Not specified;company_134;Bengaluru, Karnataka, India;21 days ago;Seattle, WA, US;Retail;Public;865,416;Ä838.78B;amazon, r, python, sql, machine learning;838.78;Reported;70044
data scientist;midlevel;on-site;company_395;New York, NY . New York, New York, Statele Unite Ale Americii;a month ago;McLean, VA, US;Retail;Public;55,130;Ä36.34B;spark, aws, r, python, scala, sql, machine learning, database, deep learning;36.34;Reported;170373
data scientist;senior;Not specified;company_844;Atlanta, GA;a month ago;Mountain View, CA, US;Technology;Public;17,050;Ä95.37B;tableau, sql, r, python;95.37;Reported;174789
data scientist;senior;Not specified;company_083;Noida, Uttar Pradesh, India;a month ago;Paris, IDF, FR;Technology;Private;263,610;Ä25.44B;git, r, python, linux, sql, tableau;25.44;Reported;7103.5
data scientist;senior;on-site;company_941;Annapolis Junction, MD;25 days ago;Dublin, IE;Technology;Public;492,255;Ä154.26B;machine learning, python;154.26;Reported;186612.5
data scientist;lead;on-site;company_273;Bellevue, WA;12 days ago;Menlo Park, CA, US;Technology;Public;94,570;Ä232.09B;sql, machine learning, r, python;232.09;Reported;224010
data scientist;lead;Not specified;company_244;London, England, United Kingdom;8 days ago;New York, NY, US;Finance;Public;290,800;Ä352.90B;deep learning, python;352.9;Reported;116803
data scientist;senior;on-site;company_003;Bentonville, AR;15 days ago;Bentonville, AR, US;Retail;Public;Ä354.99B;Public;pytorch, spark, r, python, scala, opencv, machine learning, deep learning, tensorflow;;Not Reprted (Puplic) ;151790.5
data scientist;senior;Not specified;company_844;Mountain View, CA;15 days ago;Mountain View, CA, US;Technology;Public;17,030;Ä95.17B;pandas, numpy, git, scikit-learn, python, linux, sql, machine learning, tableau;95.17;Reported;170195
